ID,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_MOBIL,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS
1001808,M,N,Y,0,363700.0,Working,Incomplete higher,Married,With parents,-15613,-6469,1,0,0,0,Managers,2
1001809,M,Y,Y,1,115300.0,Commercial associate,Higher education,Separated,House / apartment,-16745,-2599,1,0,1,1,Laborers,3
1001810,M,Y,Y,0,87900.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-20896,365243,1,0,1,0,Medicine staff,1
1001811,F,Y,N,0,102400.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-15758,-4687,1,0,0,1,Cooking staff,1
1001812,F,Y,Y,4,80700.0,Pensioner,Secondary / secondary special,Married,Municipal apartment,-12947,365243,1,0,1,0,Drivers,6
1001813,M,Y,Y,2,141600.0,Working,Secondary / secondary special,Married,Municipal apartment,-19510,-4439,1,0,0,0,Core staff,3
1001814,M,N,Y,0,154800.0,Working,Secondary / secondary special,Married,Municipal apartment,-11672,-14214,1,0,0,0,Security staff,2
1001815,M,Y,Y,0,147300.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20617,365243,1,1,0,0,Accountants,1
1001816,F,N,Y,0,132400.0,Working,Secondary / secondary special,Married,House / apartment,-13233,-1127,1,0,1,0,High skill tech staff,2
1001817,M,Y,Y,2,142400.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-12656,-10747,1,0,0,0,Core staff,3
1001818,F,N,Y,3,317500.0,Working,Secondary / secondary special,Widow,House / apartment,-13376,-2361,1,0,0,1,High skill tech staff,5
1001819,F,N,N,0,181700.0,Pensioner,Higher education,Married,House / apartment,-19114,365243,1,0,0,0,Other,2
1001820,M,N,Y,2,211300.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-8240,-346,1,0,1,0,Accountants,3
1001821,M,Y,Y,0,146600.0,Working,Secondary / secondary special,Single / not married,House / apartment,-14953,-7113,1,0,0,0,Other,2
1001822,M,Y,Y,0,59400.0,Working,Secondary / secondary special,Married,House / apartment,-18976,-6965,1,0,0,0,Drivers,2
1001823,F,N,N,3,53800.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-20642,-14344,1,0,0,0,Drivers,5
1001824,F,N,Y,0,377500.0,Working,Higher education,Married,House / apartment,-15964,-6962,1,0,0,0,Other,1
1001825,F,N,Y,0,102100.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-12761,-8841,1,0,0,0,Managers,2
1001826,F,N,Y,1,97900.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,-15791,-12848,1,0,1,0,Cooking staff,3
1001827,M,N,Y,0,150700.0,Working,Higher education,Married,House / apartment,-14418,-10909,1,1,1,0,Other,2
1001828,F,Y,Y,0,175500.0,Pensioner,Secondary / secondary special,Married,With parents,-18178,365243,1,0,0,0,Laborers,2
1001829,F,N,Y,3,186900.0,Working,Secondary / secondary special,Married,House / apartment,-19394,-11437,1,0,0,0,Cooking staff,5
1001830,M,Y,Y,1,323600.0,Working,Secondary / secondary special,Married,House / apartment,-9828,-377,1,0,0,1,Accountants,3
1001831,F,Y,Y,2,282200.0,Working,Secondary / secondary special,Single / not married,Municipal apartment,-9422,-2941,1,0,0,0,Sales staff,3
1001832,F,N,Y,0,88800.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-11471,-6937,1,0,0,1,Drivers,2
1001833,F,Y,N,0,216300.0,State servant,Lower secondary,Married,Office apartment,-19547,-11967,1,0,1,0,Medicine staff,1
1001834,F,N,N,3,110000.0,Working,Secondary / secondary special,Separated,House / apartment,-18838,-6305,1,0,0,1,Core staff,5
1001835,F,Y,Y,0,124400.0,Working,Higher education,Single / not married,House / apartment,-14768,-3810,1,1,1,0,Managers,1
1001836,F,N,Y,0,77100.0,Working,Higher education,Married,Municipal apartment,-10094,-11391,1,1,1,0,Security staff,2
1001837,M,N,N,0,57200.0,Pensioner,Higher education,Widow,House / apartment,-22714,365243,1,0,0,0,Cleaning staff,1
1001838,M,N,N,0,131200.0,Working,Higher education,Single / not married,House / apartment,-20047,-11347,1,0,1,0,Core staff,1
1001839,F,Y,Y,0,82600.0,Commercial associate,Higher education,Married,Rented apartment,-17355,-9431,1,0,0,0,Medicine staff,2
1001840,M,N,N,2,211900.0,Working,Secondary / secondary special,Widow,House / apartment,-10868,-10138,1,0,0,0,Security staff,4
1001841,M,N,Y,4,115800.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21790,365243,1,0,0,0,Other,6
1001842,F,N,Y,1,155500.0,Commercial associate,Higher education,Widow,Municipal apartment,-8519,-3666,1,1,0,1,Sales staff,3
1001843,F,Y,Y,2,264000.0,State servant,Higher education,Married,House / apartment,-10476,-3377,1,0,1,0,Drivers,4
1001844,F,N,Y,2,63400.0,Working,Secondary / secondary special,Married,House / apartment,-9100,-1834,1,1,0,0,Managers,4
1001845,F,N,Y,1,92800.0,Commercial associate,Secondary / secondary special,Single / not married,With parents,-12493,-11304,1,1,0,0,Cooking staff,3
1001846,M,N,Y,0,145900.0,Pensioner,Higher education,Married,With parents,-16590,365243,1,0,0,0,Cooking staff,1
1001847,M,N,N,0,155800.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-16612,-9063,1,0,0,0,Other,1
1001848,M,N,Y,0,231400.0,Working,Incomplete higher,Civil marriage,Municipal apartment,-21002,-10257,1,0,1,0,Medicine staff,2
1001849,F,Y,Y,0,205600.0,State servant,Secondary / secondary special,Married,Municipal apartment,-18665,-10428,1,0,1,0,Medicine staff,2
1001850,F,Y,Y,0,139900.0,Working,Higher education,Separated,House / apartment,-19706,-6343,1,0,0,0,Cleaning staff,1
1001851,M,Y,Y,0,155100.0,Working,Secondary / secondary special,Married,Municipal apartment,-17099,-7220,1,0,0,0,Drivers,1
1001852,F,N,Y,0,157200.0,Working,Secondary / secondary special,Separated,House / apartment,-18590,-4175,1,0,1,0,Drivers,2
1001853,F,N,N,0,63900.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-16173,-11572,1,0,1,0,Laborers,1
1001854,F,Y,Y,0,123200.0,Pensioner,Secondary / secondary special,Married,Office apartment,-23151,365243,1,1,0,1,Drivers,2
1001855,F,N,Y,0,150900.0,Working,Secondary / secondary special,Married,With parents,-15674,-4889,1,0,0,1,Laborers,1
1001856,M,N,N,2,167600.0,Working,Higher education,Single / not married,House / apartment,-14670,-9839,1,0,0,0,Other,4
1001857,F,N,Y,0,83900.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-20682,-9817,1,1,0,0,Managers,2
1001858,F,Y,N,2,70700.0,Working,Secondary / secondary special,Married,House / apartment,-17722,-12534,1,0,0,0,Accountants,3
1001859,F,Y,Y,3,118500.0,State servant,Secondary / secondary special,Married,House / apartment,-15664,-6199,1,1,0,0,Cleaning staff,5
1001860,F,Y,Y,1,356400.0,Pensioner,Higher education,Married,Municipal apartment,-18081,365243,1,0,1,0,Other,3
1001861,F,Y,Y,1,88500.0,Working,Secondary / secondary special,Married,With parents,-17924,-8380,1,1,0,0,Cleaning staff,3
1001862,F,Y,Y,3,239700.0,Working,Academic degree,Single / not married,With parents,-16411,-7667,1,1,0,0,Core staff,5
1001863,M,Y,Y,0,294300.0,State servant,Higher education,Married,House / apartment,-23492,-3505,1,0,1,0,Laborers,2
1001864,F,N,N,4,136300.0,Working,Higher education,Married,House / apartment,-20636,-3220,1,0,0,1,Core staff,6
1001865,F,Y,N,2,94900.0,Working,Secondary / secondary special,Separated,Municipal apartment,-12719,-14599,1,0,1,0,Accountants,4
1001866,F,N,N,1,172200.0,Working,Higher education,Single / not married,House / apartment,-22411,-4832,1,0,1,0,Sales staff,2
1001867,M,Y,N,0,146900.0,Working,Secondary / secondary special,Separated,House / apartment,-16365,-703,1,1,1,0,Drivers,1
1001868,M,Y,Y,0,86700.0,Pensioner,Higher education,Separated,Office apartment,-16578,365243,1,0,0,0,Laborers,2
1001869,M,Y,Y,1,95900.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,-18034,-839,1,0,0,1,Cooking staff,2
1001870,F,Y,Y,1,167200.0,State servant,Higher education,Widow,House / apartment,-20011,-10821,1,0,0,0,Cooking staff,3
1001871,F,N,N,1,212500.0,Working,Secondary / secondary special,Married,House / apartment,-23039,-2565,1,0,0,1,Cooking staff,3
1001872,M,Y,Y,0,113400.0,Working,Secondary / secondary special,Separated,House / apartment,-19326,-533,1,0,0,1,Medicine staff,1
1001873,F,N,Y,0,128700.0,State servant,Secondary / secondary special,Married,House / apartment,-11656,-12760,1,0,0,0,Managers,2
1001874,F,N,N,0,186200.0,Pensioner,Secondary / secondary special,Married,House / apartment,-7822,365243,1,0,1,0,Cooking staff,1
1001875,F,N,Y,0,122200.0,Pensioner,Higher education,Single / not married,House / apartment,-13319,365243,1,0,1,0,Core staff,2
1001876,F,N,Y,0,114700.0,Working,Lower secondary,Separated,With parents,-22057,-10225,1,0,0,1,Medicine staff,2
1001877,F,N,Y,0,91300.0,Pensioner,Higher education,Single / not married,House / apartment,-12948,365243,1,0,0,0,Cooking staff,2
1001878,F,Y,Y,0,90600.0,Working,Secondary / secondary special,Married,House / apartment,-15907,-10820,1,0,1,0,Drivers,1
1001879,M,N,N,0,506100.0,Commercial associate,Secondary / secondary special,Married,With parents,-8217,-1621,1,1,0,0,Core staff,2
1001880,F,Y,N,0,120800.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-15697,-10808,1,0,1,0,Security staff,2
1001881,F,Y,Y,3,263700.0,Commercial associate,Secondary / secondary special,Married,Rented apartment,-17621,-3695,1,0,0,1,High skill tech staff,5
1001882,F,N,Y,1,309300.0,Pensioner,Lower secondary,Single / not married,Municipal apartment,-16582,365243,1,0,0,0,Medicine staff,3
1001883,F,N,N,1,121600.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-20338,-3537,1,0,0,0,Other,3
1001884,F,N,Y,0,160200.0,Working,Higher education,Married,Rented apartment,-17255,-5960,1,0,0,0,Other,2
1001885,M,Y,Y,1,140300.0,Working,Higher education,Single / not married,House / apartment,-11870,-10392,1,0,1,0,Core staff,2
1001886,F,N,N,0,59500.0,Commercial associate,Higher education,Civil marriage,Co-op apartment,-11882,-7029,1,0,0,0,Drivers,1
1001887,M,Y,N,4,61300.0,Working,Incomplete higher,Widow,House / apartment,-15270,-672,1,0,0,0,Cleaning staff,5
1001888,M,Y,Y,1,136500.0,Working,Secondary / secondary special,Married,House / apartment,-15058,-362,1,0,1,1,Sales staff,3
1001889,F,Y,Y,1,107700.0,Working,Secondary / secondary special,Widow,House / apartment,-18110,-3079,1,0,0,0,Medicine staff,3
1001890,F,N,N,2,343100.0,Working,Higher education,Widow,House / apartment,-22396,-1383,1,0,0,1,Laborers,3
1001891,M,Y,N,0,118400.0,State servant,Higher education,Civil marriage,House / apartment,-19288,-7799,1,0,1,0,Security staff,1
1001892,M,N,N,0,353400.0,Working,Secondary / secondary special,Separated,Municipal apartment,-19334,-8332,1,0,1,0,High skill tech staff,1
1001893,F,N,Y,1,105000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-8698,-6460,1,1,1,0,Laborers,3
1001894,M,N,N,0,346700.0,Pensioner,Higher education,Married,House / apartment,-17263,365243,1,0,0,0,Sales staff,2
1001895,F,N,Y,0,171600.0,Working,Secondary / secondary special,Married,Rented apartment,-10728,-12793,1,0,0,0,Medicine staff,2
1001896,F,N,N,1,176600.0,State servant,Incomplete higher,Single / not married,House / apartment,-21810,-628,1,0,0,0,Medicine staff,3
1001897,F,N,Y,0,103200.0,Working,Secondary / secondary special,Widow,With parents,-9912,-1649,1,0,0,0,Sales staff,2
1001898,M,N,Y,1,177800.0,Pensioner,Higher education,Married,House / apartment,-11096,365243,1,0,0,0,Cooking staff,3
1001899,M,Y,N,2,310600.0,Working,Higher education,Civil marriage,House / apartment,-20809,-10219,1,0,0,0,Medicine staff,4
1001900,F,N,Y,0,123900.0,Working,Higher education,Single / not married,Municipal apartment,-15275,-12314,1,1,0,0,High skill tech staff,1
1001901,F,N,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-14470,-7477,1,0,1,0,Accountants,2
1001902,M,Y,N,0,117800.0,Working,Higher education,Married,House / apartment,-23063,-8347,1,1,1,1,Core staff,2
1001903,F,Y,Y,0,299600.0,Pensioner,Higher education,Single / not married,House / apartment,-18757,365243,1,0,0,0,Laborers,2
1001904,M,N,N,0,204400.0,Working,Higher education,Married,Municipal apartment,-18332,-10419,1,1,0,0,Cleaning staff,1
1001905,F,Y,Y,0,274800.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17452,-2844,1,1,1,0,Laborers,2
1001906,M,N,Y,0,155900.0,Working,Secondary / secondary special,Single / not married,House / apartment,-19845,-10332,1,1,1,0,Sales staff,2
1001907,F,Y,N,0,135900.0,Pensioner,Secondary / secondary special,Civil marriage,With parents,-7768,365243,1,0,1,0,Accountants,1
1001908,M,N,Y,1,164700.0,Pensioner,Secondary / secondary special,Married,Municipal apartment,-11258,365243,1,0,0,0,Security staff,3
1001909,M,Y,N,2,227500.0,Working,Higher education,Separated,With parents,-20406,-8008,1,0,0,0,Core staff,3
1001910,M,N,Y,2,117800.0,Working,Secondary / secondary special,Married,House / apartment,-11547,-12949,1,0,1,0,High skill tech staff,4
1001911,M,N,N,0,264200.0,Commercial associate,Higher education,Married,House / apartment,-20411,-3783,1,0,1,0,Medicine staff,1
1001912,F,N,Y,0,160000.0,Working,Secondary / secondary special,Single / not married,With parents,-17820,-12088,1,0,1,0,Cleaning staff,2
1001913,F,N,Y,1,40000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-8921,-8236,1,1,0,0,Security staff,3
1001914,M,Y,N,0,207300.0,Commercial associate,Incomplete higher,Married,House / apartment,-15922,-592,1,1,0,0,Cooking staff,2
1001915,F,Y,Y,0,70500.0,Student,Incomplete higher,Married,With parents,-19585,-6870,1,1,1,0,Other,1
1001916,F,Y,N,2,204800.0,State servant,Incomplete higher,Single / not married,Municipal apartment,-11715,-9958,1,0,0,0,Sales staff,4
1001917,F,N,N,0,209100.0,Commercial associate,Higher education,Civil marriage,House / apartment,-9418,-12829,1,0,1,0,Drivers,2
1001918,F,Y,N,0,157100.0,Commercial associate,Higher education,Married,House / apartment,-9514,-1998,1,0,0,0,Drivers,2
1001919,M,Y,N,2,174900.0,Student,Incomplete higher,Married,House / apartment,-12026,-4237,1,0,0,0,Other,4
1001920,M,N,Y,2,230800.0,Commercial associate,Higher education,Married,House / apartment,-10607,-6872,1,1,0,0,Cleaning staff,4
1001921,F,N,Y,0,104000.0,Working,Lower secondary,Married,With parents,-10269,-9551,1,1,1,0,Medicine staff,2
1001922,M,N,Y,0,198100.0,State servant,Secondary / secondary special,Married,House / apartment,-16913,-3056,1,0,0,0,Laborers,2
1001923,F,Y,Y,1,238400.0,Working,Incomplete higher,Married,House / apartment,-13234,-10159,1,1,1,0,Cleaning staff,3
1001924,M,Y,Y,1,321300.0,Working,Higher education,Married,House / apartment,-11927,-5265,1,0,1,0,Sales staff,2
1001925,F,N,Y,0,76700.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,-17997,-11935,1,0,0,0,High skill tech staff,2
1001926,M,Y,Y,1,163400.0,Working,Secondary / secondary special,Married,With parents,-9798,-13165,1,1,0,0,High skill tech staff,3
1001927,F,N,Y,3,82400.0,Working,Higher education,Married,House / apartment,-22531,-9381,1,0,0,0,Managers,5
1001928,F,N,Y,0,80700.0,Working,Secondary / secondary special,Civil marriage,Office apartment,-12533,-8819,1,0,1,0,Drivers,2
1001929,F,N,N,2,159500.0,Commercial associate,Academic degree,Married,House / apartment,-20079,-12340,1,0,0,0,Cooking staff,4
1001930,M,Y,Y,3,138500.0,Student,Secondary / secondary special,Single / not married,House / apartment,-15940,-142,1,0,0,0,Sales staff,5
1001931,F,N,Y,0,236200.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-16496,-8100,1,0,0,0,Managers,2
1001932,F,N,N,1,112100.0,Working,Secondary / secondary special,Married,Rented apartment,-15301,-12153,1,0,0,0,Cooking staff,3
1001933,F,N,Y,0,124600.0,Working,Secondary / secondary special,Married,House / apartment,-17742,-10032,1,1,0,0,Cooking staff,2
1001934,F,Y,N,1,148100.0,Commercial associate,Higher education,Single / not married,House / apartment,-15203,-10272,1,1,0,0,Laborers,2
1001935,F,Y,Y,2,86600.0,Pensioner,Higher education,Married,House / apartment,-23113,365243,1,0,0,0,High skill tech staff,4
1001936,F,Y,Y,0,92800.0,Working,Secondary / secondary special,Married,House / apartment,-18399,-11974,1,0,0,1,Drivers,1
1001937,M,N,N,1,232800.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-12060,-6847,1,0,0,0,Drivers,3
1001938,F,N,N,2,101300.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-8858,-13458,1,0,1,0,Other,4
1001939,F,Y,Y,0,240700.0,Commercial associate,Higher education,Single / not married,Rented apartment,-20531,-1620,1,0,0,0,Managers,1
1001940,M,N,N,0,180500.0,Working,Secondary / secondary special,Widow,House / apartment,-18163,-7460,1,0,1,0,Security staff,2
1001941,M,Y,Y,0,61500.0,Working,Secondary / secondary special,Married,House / apartment,-10260,-3641,1,0,0,0,Cleaning staff,1
1001942,M,N,Y,1,173700.0,Working,Secondary / secondary special,Married,House / apartment,-9527,-2056,1,0,0,0,Cleaning staff,3
1001943,F,N,Y,3,173000.0,State servant,Higher education,Married,With parents,-20229,-12419,1,1,1,0,Security staff,4
1001944,F,Y,Y,2,164600.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-17027,365243,1,0,0,0,Drivers,4
1001945,F,Y,Y,0,124100.0,Pensioner,Secondary / secondary special,Married,House / apartment,-7792,365243,1,0,0,0,Accountants,2
1001946,F,Y,N,0,83300.0,Pensioner,Higher education,Married,Municipal apartment,-15180,365243,1,0,0,0,Sales staff,2
1001947,F,N,Y,0,261200.0,Pensioner,Lower secondary,Married,With parents,-10698,365243,1,0,0,0,Laborers,1
1001948,M,N,Y,0,126700.0,State servant,Higher education,Married,Rented apartment,-17936,-7998,1,0,0,0,Laborers,1
1001949,M,N,Y,0,85700.0,Working,Secondary / secondary special,Married,House / apartment,-23245,-11324,1,1,0,0,Sales staff,2
1001950,F,Y,N,0,167500.0,Working,Secondary / secondary special,Married,House / apartment,-21279,-6563,1,1,0,0,Sales staff,2
1001951,M,N,N,0,91900.0,Pensioner,Lower secondary,Married,Co-op apartment,-13365,365243,1,0,0,0,Drivers,1
1001952,M,Y,N,3,82900.0,Commercial associate,Secondary / secondary special,Widow,With parents,-23157,-601,1,0,1,1,Medicine staff,5
1001953,F,N,N,1,110400.0,Working,Secondary / secondary special,Civil marriage,Municipal apartment,-9681,-12058,1,0,0,1,High skill tech staff,3
1001954,F,Y,N,1,95500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-9799,-5615,1,1,0,0,Medicine staff,2
1001955,F,N,N,0,84400.0,Working,Lower secondary,Married,House / apartment,-11579,-14233,1,0,0,0,Accountants,2
